"","edge_liked_by.count","edge_media_to_caption.edges","shortcode","tags","Year"
"44",503,"[{'node': {'text': 'Rebecca Ameri once fought for South Sudanese independence alongside other female soldiers. The wars since have taken her brother, her husband, and six of her 12 children. Now, at 75 years old, she’s a refugee again. When her grandchildren started being bullied in school for their tribal affiliation, she sold some of her food rations to pay for their private education in a town outside Bidibidi refugee camp.\n\nThe civil war in South Sudan has displaced two million people. When refugees arrived to Uganda they carried their only possessions wrapped in milayas—ornately embroidered sheets that have been passed down for generations. Today, in Bidibidi, the second largest refugee camp in the world, milayas are still being sewn. But there are few customers.\n\nThe Milaya Project is a non-profit that will connect South Sudanese women with customers who want to support the traditional artform. A Kickstarter will fund women’s collectives in Bidibidi to expand their businesses and sell embroidered pillowcases, bedspreads, and wall hangings internationally.\n📸 by @noralorek 📝 by @ninasabina24'}}]","Bu_7_vMnhNW","[]","2019"
"45",257,"[{'node': {'text': '""My name is Stephan Ongoro, but call me Spike. I\'m from Juba, South Sudan, and I\'ve been in Bidibidi since 2017. I joined WFP Storytellers because I’m inspired to learn photography and making videos. I want to tell stories about what happens in my community."" .\n📸 Spike capturing photos of dancers from the Otuho community, a South Sudanese tribe, as they perform a traditional wedding ceremony dance 🎊\n.\n📸 Hugh Rutherford\n📸 WFP Storyteller/ Spike Ongoro\n.\n#refugees #refugeestories #everydayrefugees #photography #skills #wedding #uganda #southsudan'}}]","Bu_bxTLAsSw","['southsudan', 'skills', 'refugees', 'everydayrefugees', 'photography', 'wedding', 'uganda', 'refugeestories']","2019"
"46",1030,"[{'node': {'text': 'Our new @natgeo story is online! Three years ago the area containing the Bidibidi settlement was a forest in northwestern Uganda. Now it’s a makeshift home for a quarter million refugees from South Sudan.\n\nHere markets become lively meeting places after dark. Kennedy Lemmy, a 22-year-old from South Sudan, sells items like bread, diapers, and soda thanks to a national policy that allows refugees to work.\n\nIn Uganda, under one of the world’s most progressive policies, those who’ve fled civil war in South Sudan can live, farm, and work freely. Here, Bidibidi’s future is discussed at the highest levels of government and the international community. The goal: To build a livable city out of a refugee camp, one that might endure even if the refugees can return home someday.\n\nCheck the link in my bio for the Bidibidi piece that @ninasabina24 and I worked on last year. This story appears in the\xa0April 2019\xa0issue of\xa0National Geographic magazine.'}}]","Bu_Bpj-gQvF","[]","2019"
"47",1,"[{'node': {'text': 'Put a smile on your face even if in hard time, \nRefugees children who almost missed parental care \n#trumalishseye #RefugeesStories #bidibidi #uganda #Africa #southsudaninfocus #UNHCR'}}]","Bu9aT4ODWW7","['Africa', 'trumalishseye', 'uganda', 'southsudaninfocus', 'UNHCR', 'RefugeesStories', 'bidibidi']","2019"
"48",227,"[{'node': {'text': '“This is Betty Dawa, I took her photo when I was going around the Bidi Bidi camp. Betty was very happy and interested in the Storytellers project, so she told me her story as I sat down to take her photo.\nThe world has been tough on her recently. She’s been taking care of her five children alone since her husband is still in South Sudan. But Betty runs her own business to provide for them! She also thanked WFP for the food she receives to help her feed her children.” - WFP Storyteller Thomas Moga.\n.\n\nThomas’s encounters in this training encouraged him to keep taking photos and videos to share people’s stories with the world! 📸\n#refugeestories #refugees #storytime #storytelling #storyteller #skills #photography #citizenjournalist'}}]","Bu84XmzATGO","['skills', 'refugees', 'photography', 'storytime', 'storyteller', 'citizenjournalist', 'refugeestories', 'storytelling']","2019"
"49",65,"[{'node': {'text': '@simonlacour installing our #cleancookstove the #ecoca for a family at the Bidibidi Refugee Settlement in Uganda. Normally this family would spend around 2-3 hours a day gathering wood for fuel to cook. @who say that women usually walk between 2-3km a day searching for wood fuel. Now this family can spend their time on other activities like education, business ventures and leisure. .\n.\n.\n#cleancookstoves #solarpanels #solarenergy #energysecurity #energyaccess #affordableandcleanenergy #climateaction #goodhealthandwellbeing #zerohunger #genderequality #medioambiente #environment #sdgs2030 #sol #sun #cleancooking #green #energiapositiva #climatechange #sustainability #engineering #technology #environmentalengineering #family #education #uganda #energiasolarfotovoltaica'}}]","Bu8o-HhHmUp","['sustainability', 'family', 'sun', 'energiapositiva', 'energyaccess', 'environmentalengineering', 'sdgs2030', 'cleancookstove', 'sol', 'energiasolarfotovoltaica', 'uganda', 'solarpanels', 'cleancooking', 'technology', 'cleancookstoves', 'engineering', 'climateaction', 'climatechange', 'goodhealthandwellbeing', 'solarenergy', 'energysecurity', 'ecoca', 'genderequality', 'medioambiente', 'environment', 'affordableandcleanenergy', 'zerohunger', 'education', 'green']","2019"
"50",56,"[{'node': {'text': 'Hoy nos acercamos a uno de los proyectos que se lleva a cabo en los campos de refugiados de Bidibidi en Uganda. Es un proyecto de reciclaje de papel, donde las mujeres son las creadoras y promotoras para desorrollar una manera de distracción en las largas horas que están en el campo, además del empoderamiento que es volver a sacar a flote sus habilidades contribuyendo a su desarrollo.\nPara la elaboración de papel y construcción de cajas y embalajes. No hay materia prima en esa zona mayor que la vegetación con la que poder elaborar papeles de fibra. Y si además limpiamos de residuos y reciclamos para mantener limpio el entorno, muchísimo mejor: Creación de empleo y esperanza, reciclaje, conciencia en el exterior. ¡Son todo ventajas!\u2028Proyecto empresa de reciclaje en los campos de refugiados. ¿Nos Ayudas? 👉Si quieres contribuir haciendo  o tener más información escríbenos a: info@nzuri-daima.org\n\nCon el papel reciclado se pueden hacer multitud de cosas, desde bolsas, agendas, cuadernos, cajas...\nhttp://victormandela.nzuri-daima.org/\n\n#Refugees #NzuriDaima #proyectosNzuri  #Bidibidi #Women #TeTiendoLaMano #VíctorMandela #contigo #proyectos #Mujeres'}}]","Bu8RcbsgQO4","['proyectos', 'Women', 'Bidibidi', 'VíctorMandela', 'Mujeres', 'proyectosNzuri', 'TeTiendoLaMano', 'contigo', 'Refugees', 'NzuriDaima']","2019"
"51",809,"[{'node': {'text': 'After school, 18-year-old Florence Dusman helps her mother cook for her 17-person family and then does her homework. She loves biology and wants to become a nurse. “I really want to study in a city later on,” she says. “It doesn’t matter where, as long as I’m able to work in South Sudan later.” The civil war in South Sudan has displaced two million people. When refugees arrived to Uganda they carried their only possessions wrapped in milayas—ornately embroidered sheets that have been passed down for generations. Today, in Bidibidi, the second largest refugee camp in the world, milayas are still being sewn. But there are few customers.\n\nThe Milaya Project is a non-profit that will connect South Sudanese women with customers who want to support the traditional artform. A Kickstarter will fund women’s collectives in Bidibidi to expand their businesses and sell embroidered pillowcases, bedspreads, and wall hangings internationally.\n📸 by @noralorek 📝 by @ninasabina24'}}]","Bu64zkZne0X","[]","2019"
"52",162,"[{'node': {'text': 'My first time to see drawings\nMy first time to see the different colours of paints\nMy first time to see pictures on the wall\nMy first time to see the camera\nI have learned how to draw\nI have learned how to promote peace\nFemale participant, Age16, from South Sudan\n\nWith @maxfrieder @unhcruganda @refugees @windleuganda @chimeforchange #artolution #bidibidirefugeesettlement #bidibidirefugeecamp #uganda #refugees #refugeeswelcome #withrefugees #standwithrefugees #unhcruganda #windleuganda#southsudanese #coexistance #southsudan #refugeeart #chimeforchange #gucci #balanceforbetter #internationalwomensday #iwd2019 #iwd2019'}}]","Bu625h4F7Hc","['windleuganda', 'withrefugees', 'bidibidirefugeesettlement', 'standwithrefugees', 'southsudan', 'refugeeart', 'bidibidirefugeecamp', 'refugees', 'southsudanese', 'unhcruganda', 'chimeforchange', 'artolution', 'iwd2019', 'uganda', 'balanceforbetter', 'refugeeswelcome', 'gucci', 'internationalwomensday', 'coexistance']","2019"
"53",31,"[{'node': {'text': 'In the left of this picture you can see one of our solar panels charging in the sun at the Bidibidi Refugee Settlement in Uganda. It will later be used to power our #ecoca unit for cooking. The ECOCA can be used to cook 3 meals a day for a family of 7-10 people and can be used for cooking indoors and also at night.\n.\n.\n.\n#cleancookstoves #sol #solarpanels #solarenergy #renewableenergy #renewables #cooking #family #energyaccess #energysecurity #energiapositiva #energiasolar #climatechange #climateaction #pictureoftheday #change #disrupthunger #green #gogreen #technology #engineering #sun #uganda #cleancooking #sdgs2030 #africa #environment #environmentalengineering'}}]","Bu6a-dBH6p-","['family', 'sun', 'africa', 'energiapositiva', 'energyaccess', 'environmentalengineering', 'sdgs2030', 'sol', 'energiasolar', 'uganda', 'solarpanels', 'cooking', 'cleancooking', 'technology', 'cleancookstoves', 'engineering', 'climateaction', 'climatechange', 'change', 'solarenergy', 'energysecurity', 'ecoca', 'environment', 'gogreen', 'pictureoftheday', 'disrupthunger', 'renewableenergy', 'renewables', 'green']","2019"
"54",36,"[{'node': {'text': '🇺🇬Heading to Arua district, near the border with Congo. Inside a matatu. Too crowded that couldnt breath. 12shilling for one way ticket. Ah non, I wasnt given any ticket.\n#arua #bidibidirefugeesettlement #learning #uganda #matatu #yumbe #memories #2019'}}]","Bu5pvX0gNP6","['memories', 'arua', 'bidibidirefugeesettlement', 'yumbe', '2019', 'matatu', 'learning', 'uganda']","2019"
"55",175,"[{'node': {'text': 'The physical and emotional trauma of fleeing life-threatening famine, conflict, and more for the relative safety of a refugee camp is almost unimaginable. And with a disability, every day is an even more difficult fight for survival — especially because people with disabilities are often overlooked in emergency situations. Together with @unicef, we are combating this disparity: We have now provided customized household latrines (pictured) for hundreds of disabled persons in Bidibidi refugee settlement!\n\n#SafeWaterForAll #WorldWaterDay'}}]","Bu4bTr7HCUP","['SafeWaterForAll', 'WorldWaterDay']","2019"
"56",55,"[{'node': {'text': '\u202aAmidst the lives tragically lost in the #EthiopianAirlineCrash were those of UNHCR and other UN colleagues.\u202c\n\u202aUNHCR Deputy High Commissioner Kelly T Clements, Raouf Mazou the Director of the Regional Bureau for Africa, Arnauld the Regional Refugee Coordinator, Joel Boutroue the UNHCR Uganda Representative & Yumbe Sub Office staff observer a moment of silence for the victims. Thoughts and prayers to the families.\u202c'}}]","Bu29JPrnEYG","['EthiopianAirlineCrash']","2019"
"57",63,"[{'node': {'text': 'Another family at the Bidibidi Refugee Settlement who will be using our #ecoca unit for cooking. This allows the family time that would be spent collecting wood and other sources for cooking to be spent on other things like education and business ventures. .\n.\n.\n#solarenergy #cleancookstoves #family #renewableenergy #airpollution #solarpanels #gogreen #greenenergy #green #energyaccess #energiapositiva #renewables #uganda #bidibidirefugeesettlement #ourplanetdaily #sdgs2030 #energysecurity #environment #engineering #technology #pictureoftheday #africa #cooking #sun #cookingtechniques'}}]","Bu1s3XYHLNX","['airpollution', 'family', 'sun', 'africa', 'energiapositiva', 'energyaccess', 'sdgs2030', 'bidibidirefugeesettlement', 'greenenergy', 'uganda', 'solarpanels', 'cooking', 'technology', 'cleancookstoves', 'engineering', 'ourplanetdaily', 'solarenergy', 'energysecurity', 'ecoca', 'environment', 'gogreen', 'pictureoftheday', 'renewableenergy', 'renewables', 'green', 'cookingtechniques']","2019"
